sim_id,p_launch_time,p_latitude,p_longitude,p_altitude,p_balloon_mass,p_payload_mass,p_neck_lift,p_burst_diameter,p_time_step,p_iter_max,p_DataSet,p_parachute_cd,p_parachute_mass,p_parachute_diameter,burst_time_s,landing_time_s,burst_lat,burst_lon,burst_alt_m,land_lat,land_lon,land_alt_m,drift_m
266,2025-10-18 13:00,40.44623956001115,-104.63811826522203,1500,0.6,1.815997834263957,2.0126628179410417,6.0,0.5,57600,gfs,1,0.1,1.22,10403.5,1767920716.2780066,39.799109317378814,-102.75336170426499,27572.37773750439,39.66424604710279,-102.34372072595723,1499.5311056804303,213754.3953802331
267,2025-10-18 13:00,40.4469154378257,-104.63804830207522,1500,0.6,1.820485673581431,1.835533270086656,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.4469154378257,-104.63804830207522,1500.0,40.4469154378257,-104.63804830207522,1500.0,0.0
268,2025-10-18 13:00,40.44741736591374,-104.63739185330388,1500,0.6,1.793690277858699,2.106598635961791,6.0,0.5,57600,gfs,1,0.1,1.22,6022.0,1767920719.008969,40.16279608811105,-103.62187140597923,27346.429953608447,40.013093387189194,-103.23018732281848,1496.7889531016062,128851.68529265856
269,2025-10-18 13:00,40.44630047890788,-104.63822147359187,1500,0.6,1.8101784124202376,1.9953518720848562,6.0,0.5,57600,gfs,1,0.1,1.22,11176.0,1767920724.619944,39.73654229946447,-102.58731684022463,27615.749674493498,39.61324161858515,-102.1695719421252,1498.912685007144,229683.7380005297
270,2025-10-18 13:00,40.44559474863962,-104.63837170021836,1500,0.6,1.7931763678501675,2.0200478829365984,6.0,0.5,57600,gfs,1,0.1,1.22,8730.5,1767920728.4071796,39.95307153955277,-103.10655469495461,27554.772140949455,39.810125437752525,-102.71097812239874,1496.818401518951,178448.296958354
271,2025-10-18 13:00,40.446560990432346,-104.63756328514938,1500,0.6,1.8020336831667851,1.9990349193369432,6.0,0.5,57600,gfs,1,0.1,1.22,10371.5,1767920733.0933504,39.80331370226529,-102.75943348865701,27606.734408752247,39.667829468422,-102.34942713303653,1496.979950682154,213115.03629808337
272,2025-10-18 13:00,40.445212701532114,-104.63888369254576,1500,0.6,1.7912338684156612,2.0306749158749278,6.0,0.5,57600,gfs,1,0.1,1.22,7598.5,1767920736.3575227,40.06463231112596,-103.3414943664658,27528.61242084799,39.91518000585239,-102.93774007263332,1499.0108094742636,156072.73858519972
273,2025-10-18 13:00,40.44610185594186,-104.63801041966492,1500,0.6,1.78977693255586,1.9598215889586683,6.0,0.5,57600,gfs,1,0.1,1.22,12884.0,1767920742.742,39.56214535853328,-102.17503750750292,27703.57570728047,39.44165058956144,-101.76630021427482,1498.3941296688106,269069.8100356483
274,2025-10-18 13:00,40.44624276886002,-104.63810525439222,1500,0.6,1.786606458090429,2.0709046695142814,6.0,0.5,57600,gfs,1,0.1,1.22,6358.0,1767920745.5026393,40.14552172070539,-103.5669265096239,27431.16732248699,39.995234777927955,-103.1735794007043,1496.9693323125314,134074.42249414217
275,2025-10-18 13:00,40.446076913763314,-104.63816202585957,1500,0.6,1.8409782799746612,1.9780602626508963,6.0,0.5,57600,gfs,1,0.1,1.22,19083.5,1767920758.3062775,39.025278786905695,-100.85278219116837,27657.386958338255,38.95424073872329,-100.48989683013248,1498.9177035318032,391695.48341995856
276,2025-10-18 13:00,40.44666679241978,-104.63827562687125,1500,0.6,1.819778018018013,1.9473201864915186,6.0,0.5,57600,gfs,1,0.1,1.22,22818.5,1767920776.6208007,38.85241080259589,-100.13161138977087,27735.027650136366,38.77068149953557,-99.76417524742592,1499.00071667257,457159.75679043157
277,2025-10-18 13:00,40.4458096535948,-104.63785042497823,1500,0.6,1.7641191535138596,1.8436825439621716,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.4458096535948,-104.63785042497823,1500.0,40.4458096535948,-104.63785042497823,1500.0,0.0
278,2025-10-18 13:00,40.4463667012365,-104.63861933337796,1500,0.6,1.8024485309889202,2.1115853836501377,6.0,0.5,57600,gfs,1,0.1,1.22,6074.5,1767920779.3155618,40.15920797771037,-103.61556985779715,27334.841232642913,40.00977828986973,-103.22458097449953,1499.9619110036306,129487.46631127586
279,2025-10-18 13:00,40.44698296969887,-104.63820541150706,1500,0.6,1.7846000129221498,2.1317634671621897,6.0,0.5,57600,gfs,1,0.1,1.22,5517.0,1767920781.7276464,40.188070841055854,-103.68752143857039,27287.268110333214,40.040724250686345,-103.2940236384588,1499.1585389285376,122704.07414889646
280,2025-10-18 13:00,40.44625592460335,-104.6383433316055,1500,0.6,1.8013700077649257,1.9925065716734165,6.0,0.5,57600,gfs,1,0.1,1.22,10815.5,1767920786.702484,39.76393791581168,-102.65942804346052,27621.245449855207,39.63556110415145,-102.2423493818336,1499.869335001419,222990.69198844736
281,2025-10-18 13:00,40.447091676055436,-104.63797428554122,1500,0.6,1.7906976892216881,1.9966382859952434,6.0,0.5,57600,gfs,1,0.1,1.22,9795.0,1767920791.0963051,39.86023238128255,-102.87949507276143,27612.08625755142,39.7245886068853,-102.47322786238799,1498.4982777723762,200914.7450203516
282,2025-10-18 13:00,40.44673734508698,-104.63714685012334,1500,0.6,1.831033492956631,2.116175784559432,6.0,0.5,57600,gfs,1,0.1,1.22,6349.0,1767920793.8780117,40.144222833003234,-103.56545963864606,27323.625324409473,39.99523056128334,-103.1760749357281,1497.2233888798376,133822.8913794672
283,2025-10-18 13:00,40.44592803595258,-104.6377611563257,1500,0.6,1.7915650135010794,1.8914465534317144,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.44592803595258,-104.6377611563257,1500.0,40.44592803595258,-104.6377611563257,1500.0,0.0
284,2025-10-18 13:00,40.44696799404511,-104.63834783928407,1500,0.6,1.7448936466485665,2.2017872120572637,6.0,0.5,57600,gfs,1,0.1,1.22,4800.5,1767920796.0264227,40.221035277083395,-103.80779032014019,27123.6785628697,40.07663355232521,-103.4229920306816,1499.1241220367149,111042.73897290975
285,2025-10-18 13:00,40.44722284299212,-104.63718660575522,1500,0.6,1.817349956346631,2.1678957286596847,6.0,0.5,57600,gfs,1,0.1,1.22,5476.0,1767920798.4169397,40.18881166709419,-103.68954699937159,27202.267227465836,40.042516483843755,-103.29922053851502,1498.2162912607691,122148.46143255594
286,2025-10-18 13:00,40.44600217432665,-104.6379247427418,1500,0.6,1.767673665240505,2.0515195524672407,6.0,0.5,57600,gfs,1,0.1,1.22,6357.5,1767920801.1808836,40.14609725389037,-103.56692605661983,27478.05537480649,39.99528224963268,-103.17188370850059,1496.8340224338585,134181.93160649567
287,2025-10-18 13:00,40.445709273415424,-104.63817322304129,1500,0.6,1.841707814713262,2.0111106254125146,6.0,0.5,57600,gfs,1,0.1,1.22,12987.0,1767920807.7614987,39.54823269956274,-102.15513433512301,27576.16530405999,39.429225452941445,-101.75198837823638,1499.0417562565729,270769.285551293
288,2025-10-18 13:00,40.44657165477631,-104.63804886393663,1500,0.6,1.8294966127191001,1.9789723516195952,6.0,0.5,57600,gfs,1,0.1,1.22,16177.5,1767920817.4885619,39.24840582950799,-101.4418539240519,27655.79890477385,39.15904929003268,-101.05940123755498,1498.1827679603919,337534.6964044026
289,2025-10-18 13:00,40.44581565846315,-104.63685089378308,1500,0.6,1.7715804275507316,1.8972166629300873,6.0,0.5,57600,gfs,1,0.1,1.22,23363.0,1767920836.4819286,38.827303077074,-100.01733083380442,27863.07351273984,38.744956013670496,-99.64221013304739,1497.3292291800099,467788.8845463087
290,2025-10-18 13:00,40.44662101897195,-104.63812407665442,1500,0.6,1.8027131451646938,1.9365309332274205,6.0,0.5,57600,gfs,1,0.1,1.22,20093.0,1767920850.5810857,38.97571886317374,-100.65351702641034,27762.464738581944,38.90399964075031,-100.28485280036716,1499.6665622717553,410095.8844544569
291,2025-10-18 13:00,40.446904920249594,-104.63836225170321,1500,0.6,1.760304631626189,1.86435659781015,6.0,0.5,57600,gfs,1,0.1,1.22,28799.5,1767920874.5994105,39.16307659298229,-98.96143116778667,9483.12533430393,39.16307976029301,-98.96129613339339,9482.050361266214,505418.9665229849
292,2025-10-18 13:00,40.44597962398803,-104.63759693841682,1500,0.6,1.8101867596442396,2.0755858892496186,6.0,0.5,57600,gfs,1,0.1,1.22,6628.0,1767920877.5421464,40.130134289629986,-103.51280047038425,27419.937773320577,39.977891501732266,-103.11972520891065,1499.151044610236,139000.61599766166
293,2025-10-18 13:00,40.44535399591541,-104.63753454957279,1500,0.6,1.7748620538836664,2.117575251767233,6.0,0.5,57600,gfs,1,0.1,1.22,5594.0,1767920880.0145385,40.18337523129906,-103.67974423126175,27320.430256520438,40.03540508746223,-103.28498053868574,1499.7512969474647,123521.3234447726
294,2025-10-18 13:00,40.446228759150515,-104.63822164744855,1500,0.6,1.8818378302986993,2.050572157127724,6.0,0.5,57600,gfs,1,0.1,1.22,13064.5,1767920886.7392364,39.54012588500177,-102.1417820122939,27478.88141650045,39.42292867875125,-101.74242745148838,1498.8282004549023,271839.5905939339
295,2025-10-18 13:00,40.446455407200304,-104.63817069301471,1500,0.6,1.8493986314870814,1.9482072544241178,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.446455407200304,-104.63817069301471,1500.0,40.446455407200304,-104.63817069301471,1500.0,0.0
296,2025-10-18 13:00,40.445887404533586,-104.63827132936844,1500,0.6,1.823715551514333,2.089001321039388,6.0,0.5,57600,gfs,1,0.1,1.22,6640.0,1767920889.6347253,40.12915640505569,-103.51162079180395,27386.5339691972,39.97724631942477,-103.11927534133531,1499.7483403791882,139112.80677518327
297,2025-10-18 13:00,40.446352026100975,-104.63789762657547,1500,0.6,1.771410633521304,2.043773759529553,6.0,0.5,57600,gfs,1,0.1,1.22,6514.0,1767920892.471987,40.13796492053966,-103.5393968888964,27495.66289845672,39.985840938850565,-103.14453689445331,1497.6233243214772,136748.097409854
298,2025-10-18 13:00,40.446170156712355,-104.63812834366611,1500,0.6,1.807788933541563,2.038641079825686,6.0,0.5,57600,gfs,1,0.1,1.22,8562.5,1767920896.3201644,39.969663828647036,-103.13766675515147,27509.603085114493,39.82628420239257,-102.74236455156097,1498.8342199829926,175275.62787876485
299,2025-10-18 13:00,40.44630407102729,-104.63757762023857,1500,0.6,1.7547579473571853,2.062395860934363,6.0,0.5,57600,gfs,1,0.1,1.22,6071.5,1767920899.0567982,40.16102778067886,-103.61472556973159,27451.56854331797,40.01019212488628,-103.21958917442764,1499.0225622374726,129778.3042436568
300,2025-10-18 13:00,40.446518665564916,-104.63834064073897,1500,0.6,1.8004227227682756,1.9946659188531444,6.0,0.5,57600,gfs,1,0.1,1.22,10570.5,1767920903.9897823,39.78381381257455,-102.71608248887449,27617.12504387614,39.65101920804604,-102.30271967387749,1498.6648078510198,217587.2319454529
301,2025-10-18 13:00,40.44601939574222,-104.63913262362142,1500,0.6,1.803754813481527,1.938571567817825,6.0,0.5,57600,gfs,1,0.1,1.22,19902.5,1767920917.8282037,38.98981856058213,-100.68023633734278,27757.055244434705,38.92123629824999,-100.31375102387351,1497.7785152859556,407059.9497277123
302,2025-10-18 13:00,40.44660362929011,-104.63830857205436,1500,0.6,1.8174525778578337,1.9345467640657719,6.0,0.5,57600,gfs,1,0.1,1.22,28799.5,1767920941.9635928,38.72932844527604,-98.73649729076767,24044.61584564226,38.729333760194066,-98.7364625336582,24044.358382572744,540450.2307292972
303,2025-10-18 13:00,40.446905917591025,-104.63759624901964,1500,0.6,1.8621131957854125,2.071731863812887,6.0,0.5,57600,gfs,1,0.1,1.22,9590.5,1767920946.3699882,39.87494038142842,-102.92117552268675,27427.736362922165,39.734974024960444,-102.52416611904647,1498.6383966510152,196432.56926547622
304,2025-10-18 13:00,40.44719324796552,-104.63720477159468,1500,0.6,1.8113913460012856,1.9093105279032747,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.44719324796552,-104.63720477159468,1500.0,40.44719324796552,-104.63720477159468,1500.0,0.0
305,2025-10-18 13:00,40.44653393526233,-104.63780535529396,1500,0.6,1.787679451692203,2.0197909966884144,6.0,0.5,57600,gfs,1,0.1,1.22,8499.0,1767920950.1672573,39.977018012842024,-103.14866384716184,27554.55557348927,39.833019144887054,-102.75097704474969,1498.354879712611,174291.36813997186
306,2025-10-18 13:00,40.446107952754645,-104.63821060955243,1500,0.6,1.83918816712662,1.9927611006689987,6.0,0.5,57600,gfs,1,0.1,1.22,15348.0,1767920958.650575,39.321924512474205,-101.6406143161773,27621.433958824528,39.22028004083756,-101.26225397867621,1498.512025772731,318836.9249605427
307,2025-10-18 13:00,40.44596189693489,-104.63803034904966,1500,0.6,1.8008235311150318,1.9635953922211127,6.0,0.5,57600,gfs,1,0.1,1.22,13870.0,1767920966.0683553,39.45696133229849,-101.93832893330243,27693.903746343054,39.345779779147094,-101.53255978751623,1497.4799997529362,291785.4134099009
308,2025-10-18 13:00,40.445812886967396,-104.63848435192133,1500,0.6,1.7977079811732715,1.8491310496915618,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.445812886967396,-104.63848435192133,1500.0,40.445812886967396,-104.63848435192133,1500.0,0.0
309,2025-10-18 13:00,40.44695382616262,-104.63740439138107,1500,0.6,1.7585911860307912,1.9674802601950134,6.0,0.5,57600,gfs,1,0.1,1.22,9575.0,1767920970.446809,39.878498155441406,-102.921616458413,27683.95951871164,39.73684413461827,-102.5184724108566,1499.7107311651187,196777.2545809165
310,2025-10-18 13:00,40.446311783760116,-104.63814439938562,1500,0.6,1.8674805710925582,2.160169248926935,6.0,0.5,57600,gfs,1,0.1,1.22,6272.0,1767920973.2979786,40.14647318494338,-103.58029421628517,27219.356583752146,39.99866559841116,-103.19437651079086,1497.6703374804777,132297.61059125274
311,2025-10-18 13:00,40.445978639356966,-104.6379691158789,1500,0.6,1.805405466715011,2.0280498167435694,6.0,0.5,57600,gfs,1,0.1,1.22,8927.5,1767920977.4418342,39.93384534744523,-103.06801861617751,27535.547302398278,39.79204373079541,-102.67373348485584,1497.2052636343162,182158.35507742598
312,2025-10-18 13:00,40.446011833177316,-104.63739268104277,1500,0.6,1.7941184669320982,2.15107363810009,6.0,0.5,57600,gfs,1,0.1,1.22,5413.5,1767920979.9324183,40.19121177201497,-103.69977015691767,27240.0113412855,40.04445773513895,-103.30830788803662,1499.8572411583377,121318.03624368328
313,2025-10-18 13:00,40.44724060013307,-104.6379293278273,1500,0.6,1.7626912146201095,1.9389597675401975,6.0,0.5,57600,gfs,1,0.1,1.22,12077.5,1767920986.0373065,39.65747307446628,-102.37171895984785,27756.99552219538,39.539929470012765,-101.95786721275967,1499.4143041055509,249592.72339521005
314,2025-10-18 13:00,40.44591889596021,-104.63785742246779,1500,0.6,1.7699976091403058,2.0312221613001804,6.0,0.5,57600,gfs,1,0.1,1.22,6685.5,1767920989.0814216,40.12655088493697,-103.50789941341218,27527.09403689008,39.973356263004995,-103.10476192349135,1498.0010844729836,140389.6220063128
315,2025-10-18 13:00,40.44655600183226,-104.63728969564326,1500,0.6,1.7918969351318277,1.970613425120324,6.0,0.5,57600,gfs,1,0.1,1.22,11915.0,1767920995.091623,39.666488117188116,-102.40832248892703,27676.441285104273,39.54424605868382,-101.99560210803664,1498.7583164428202,246374.22116978734
316,2025-10-18 13:00,40.44576395483713,-104.6386762598085,1500,0.6,1.8336711205188505,2.0858731787646287,6.0,0.5,57600,gfs,1,0.1,1.22,7370.0,1767920998.5442047,40.07711747231578,-103.3776690619588,27395.08728692458,39.9291320933108,-102.97809051038209,1497.9255000679548,152305.8642544176
317,2025-10-18 13:00,40.445754455993274,-104.6383226664923,1500,0.6,1.7926045735056142,2.038360347091587,6.0,0.5,57600,gfs,1,0.1,1.22,7477.5,1767921001.856344,40.072296622461955,-103.36023943005728,27508.707243978635,39.92316489485684,-102.95701688774369,1498.0920161328365,154191.5305515675
318,2025-10-18 13:00,40.445688444763555,-104.63752396627952,1500,0.6,1.8509403553342676,2.0731162016171,6.0,0.5,57600,gfs,1,0.1,1.22,8973.0,1767921005.8296056,39.92718384296608,-103.05952231586873,27424.642073290954,39.78640885396061,-102.6693795518107,1497.9700918313092,182707.4078414134
319,2025-10-18 13:00,40.444923865433225,-104.63813751795212,1500,0.6,1.7911681210456003,1.9805879775237976,6.0,0.5,57600,gfs,1,0.1,1.22,10947.0,1767921011.187153,39.751826265468836,-102.63075423752773,27651.226468304474,39.6268559323977,-102.21254087925622,1496.6832541735548,225640.78763383077
320,2025-10-18 13:00,40.44521690135858,-104.63746321408794,1500,0.6,1.7961157942857633,2.1314167234088717,6.0,0.5,57600,gfs,1,0.1,1.22,5727.0,1767921013.8087468,40.17577942343073,-103.66480390071241,27288.058167957992,40.027372298704755,-103.2718717760586,1499.4168627876913,124880.9177605078
321,2025-10-18 13:00,40.44526343054164,-104.63741192563495,1500,0.6,1.816488289128654,1.891282580087275,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.44526343054164,-104.63741192563495,1500.0,40.44526343054164,-104.63741192563495,1500.0,0.0
322,2025-10-18 13:00,40.446994151526695,-104.63853702909952,1500,0.6,1.814885352757207,2.0320595747408885,6.0,0.5,57600,gfs,1,0.1,1.22,9201.5,1767921017.862376,39.907718145712565,-103.01023513012811,27524.973729724803,39.76451548327029,-102.6167077897265,1499.68696767654,187947.9949727408
323,2025-10-18 13:00,40.44668668493019,-104.63810868586592,1500,0.6,1.7871374318680429,1.9229165292839525,6.0,0.5,57600,gfs,1,0.1,1.22,19687.0,1767921031.1404898,39.00513872853912,-100.70836220261297,27797.24788370027,38.93759475734702,-100.33978607038017,1497.1872766761355,404188.7252457735
324,2025-10-18 13:00,40.44622719016447,-104.63772406668892,1500,0.6,1.7992974049189887,1.951552902341829,6.0,0.5,57600,gfs,1,0.1,1.22,15547.5,1767921039.8802834,39.30845577472074,-101.59189893711292,27724.98535819116,39.212464735532805,-101.20746533573511,1499.737415779676,323421.5999299146
325,2025-10-18 13:00,40.44540251279756,-104.63839368006863,1500,0.6,1.7594462330801952,1.9733971213644466,6.0,0.5,57600,gfs,1,0.1,1.22,9335.5,1767921044.0506334,39.89678464807867,-102.98436079723716,27669.88934628829,39.75221431460597,-102.58279879945789,1498.7967679657427,191072.0662630395
326,2025-10-18 13:00,40.44613706232736,-104.63703150384833,1500,0.6,1.7883211189334196,1.9098708625399952,6.0,0.5,57600,gfs,1,0.1,1.22,26353.5,1767921067.2180908,38.73904920502636,-99.35004653356019,27830.025095706827,38.66886664874243,-98.95435326131947,1497.2062632953243,525601.5265852604
327,2025-10-18 13:00,40.447271676744954,-104.63847074981355,1500,0.6,1.8010935053473578,1.984658672596813,6.0,0.5,57600,gfs,1,0.1,1.22,11247.5,1767921072.464785,39.7338980225871,-102.57421051020344,27642.038390826016,39.610615541114974,-102.15510896146874,1496.9709704609743,230993.5160550932
328,2025-10-18 13:00,40.44600204804225,-104.63697122637437,1500,0.6,1.7681747283344111,1.9729414817021096,6.0,0.5,57600,gfs,1,0.1,1.22,9849.5,1767921076.8982718,39.85555307127887,-102.8700381457792,27671.372404417536,39.71948768542907,-102.46144177281157,1497.4067916209951,201941.51247134665
329,2025-10-18 13:00,40.4471849724794,-104.63845279763942,1500,0.6,1.804810896115735,1.9974301057789856,6.0,0.5,57600,gfs,1,0.1,1.22,10702.5,1767921081.8338754,39.773988162488294,-102.6855513152075,27610.265182414474,39.642563078669276,-102.27112763640734,1498.7208869967462,220475.3899225445
330,2025-10-18 13:00,40.44563183820607,-104.63851960000027,1500,0.6,1.800489881233185,2.0644376524944943,6.0,0.5,57600,gfs,1,0.1,1.22,6657.5,1767921084.7338378,40.12921170662233,-103.50942506807857,27446.883877150423,39.97634127454725,-103.11435160047236,1496.92893404981,139548.10791012994
331,2025-10-18 13:00,40.445707396026414,-104.63814436845578,1500,0.6,1.738215473656535,1.9859621469429485,6.0,0.5,57600,gfs,1,0.1,1.22,7423.0,1767921087.968229,40.079059215853775,-103.36988901933807,27639.46586613572,39.928472012993744,-102.96169813684016,1497.665219666907,153580.22290702377
332,2025-10-18 13:00,40.44553295568356,-104.63775738820532,1500,0.6,1.776419593833619,2.0241072843449937,6.0,0.5,57600,gfs,1,0.1,1.22,7433.0,1767921091.2061584,40.07589931642266,-103.36763007357037,27544.776391968717,39.92641834992636,-102.96296315784195,1498.7387212055175,153530.7157856628
333,2025-10-18 13:00,40.446298421716016,-104.63803158404684,1500,0.6,1.8115616768164846,1.8735476107059035,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.446298421716016,-104.63803158404684,1500.0,40.446298421716016,-104.63803158404684,1500.0,0.0
334,2025-10-18 13:00,40.44665199224174,-104.63754930390627,1500,0.6,1.7675173642846487,2.105408588983518,6.0,0.5,57600,gfs,1,0.1,1.22,5678.0,1767921093.7174187,40.180551692840794,-103.671142948314,27349.060363806948,40.03188495644896,-103.27551971679586,1497.7332441466187,124468.42971639075
335,2025-10-18 13:00,40.4463026874663,-104.63685890242618,1500,0.6,1.7924267643907463,2.0614949495990267,6.0,0.5,57600,gfs,1,0.1,1.22,6557.5,1767921096.649904,40.13381015224813,-103.52715519299309,27453.5434040382,39.981733916330775,-103.13417919127197,1497.9960738334764,137654.3870097178
336,2025-10-18 13:00,40.44549064759376,-104.63847589993908,1500,0.6,1.806805298500064,2.1182102632826503,6.0,0.5,57600,gfs,1,0.1,1.22,6050.0,1767921099.305645,40.159414401587874,-103.61939006827443,27319.20156422149,40.01011899997713,-103.22880523733694,1497.7761862009977,129093.44866500053
337,2025-10-18 13:00,40.44613028302148,-104.63833724041552,1500,0.6,1.7864543539329327,1.9387986021111705,6.0,0.5,57600,gfs,1,0.1,1.22,15514.5,1767921108.0616686,39.31310190530276,-101.59917414487647,27756.833452695726,39.21592364412331,-101.21377084663031,1498.884088331688,322807.4475860143
338,2025-10-18 13:00,40.4467613677715,-104.63892635058366,1500,0.6,1.8103191328444057,1.98431914593614,6.0,0.5,57600,gfs,1,0.1,1.22,12439.5,1767921114.1388,39.608154094217035,-102.28070295078152,27642.857417644136,39.49119528522966,-101.87233127843861,1497.0077727991493,258586.97383380745
339,2025-10-18 13:00,40.44664451825713,-104.63818467375287,1500,0.6,1.7584137748084163,1.947211356616247,6.0,0.5,57600,gfs,1,0.1,1.22,10976.0,1767921119.2151477,39.75256861489958,-102.62051614958962,27735.454670828174,39.62757566682703,-102.1992777448425,1498.3101392425183,226719.4086969318
340,2025-10-18 13:00,40.446721249489464,-104.63881251202433,1500,0.6,1.8236501083200423,2.0160736366307446,6.0,0.5,57600,gfs,1,0.1,1.22,10729.5,1767921124.1427314,39.77047277331235,-102.68021873803139,27563.681754356276,39.639818458983775,-102.2671231017727,1497.2500158609323,220922.1417592487
341,2025-10-18 13:00,40.44632980079481,-104.63789963081332,1500,0.6,1.768492735766734,2.0090329803940854,6.0,0.5,57600,gfs,1,0.1,1.22,7574.0,1767921127.5192037,40.067628207983056,-103.343321922717,27581.380197741244,39.917654229483084,-102.93761630206966,1499.4262370924764,155944.58895194033
342,2025-10-18 13:00,40.44553886149201,-104.63821457446736,1500,0.6,1.8173932166224336,2.044160662252307,6.0,0.5,57600,gfs,1,0.1,1.22,8747.0,1767921131.6822307,39.95020567645436,-103.10359310819695,27495.380265955682,39.808007424500325,-102.71028173030376,1499.1636134604607,178583.68488644922
343,2025-10-18 13:00,40.44617631650004,-104.63723379865212,1500,0.6,1.7802696705772456,2.1211299333687856,6.0,0.5,57600,gfs,1,0.1,1.22,5629.0,1767921134.364089,40.18211025383446,-103.67561968575691,27311.901491211374,40.03410937650636,-103.28120630943323,1499.629305105089,123882.65986547909
344,2025-10-18 13:00,40.44558466853003,-104.63750168671638,1500,0.6,1.823106671213879,1.9586809978978952,6.0,0.5,57600,gfs,1,0.1,1.22,19771.5,1767921148.1649868,38.99520595370295,-100.69919480381863,27706.127118397606,38.927575064210565,-100.33416510748158,1498.6469041491794,405017.80953487725
345,2025-10-18 13:00,40.446783912128204,-104.6382540558592,1500,0.6,1.7825206497193904,2.0527964647416166,6.0,0.5,57600,gfs,1,0.1,1.22,6550.5,1767921151.1895142,40.13566479537761,-103.5323237326611,27475.56489256729,39.98347911069725,-103.13846094150897,1499.9077794758473,137372.53036636594
346,2025-10-18 13:00,40.44669979818625,-104.63813937118124,1500,0.6,1.7689110781216213,2.0321573518327076,6.0,0.5,57600,gfs,1,0.1,1.22,6655.0,1767921154.1630147,40.131201253415334,-103.51060824674433,27525.72968343485,39.9773755698121,-103.11318923963461,1498.381521947629,139609.2411020332
347,2025-10-18 13:00,40.44521994435466,-104.63894608501157,1500,0.6,1.7751717528990425,2.0234781140992038,6.0,0.5,57600,gfs,1,0.1,1.22,7422.5,1767921157.4584708,40.07692520654346,-103.37098149084541,27546.03364213206,39.92735842917987,-102.96615378722142,1498.8056776597725,153320.16696190293
348,2025-10-18 13:00,40.445748144849716,-104.63795874606208,1500,0.6,1.83633319689346,1.9359753777619488,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.445748144849716,-104.63795874606208,1500.0,40.445748144849716,-104.63795874606208,1500.0,0.0
349,2025-10-18 13:00,40.44490753893531,-104.63808024777752,1500,0.6,1.7964265579420629,1.944348255658768,6.0,0.5,57600,gfs,1,0.1,1.22,16472.5,1767921167.2475579,39.22741209976234,-101.37428157784187,27742.242901215042,39.13731721116762,-100.99149163108926,1497.3347924138332,343783.4658666352
350,2025-10-18 13:00,40.446511855378766,-104.63765201575495,1500,0.6,1.8159069246708932,2.0490917158654844,6.0,0.5,57600,gfs,1,0.1,1.22,8466.5,1767921170.9233475,39.978862441292875,-103.1548624421141,27482.501645245167,39.83510638116326,-102.7587731922256,1499.7054635278423,173575.560191513
351,2025-10-18 13:00,40.445928598339925,-104.63871405756784,1500,0.6,1.8274127964046187,2.1125621230285607,6.0,0.5,57600,gfs,1,0.1,1.22,6362.0,1767921173.6815119,40.14335111251486,-103.56681356652426,27331.48543293724,39.99404740860462,-103.17707221288165,1497.6182480016132,133885.05419973942
352,2025-10-18 13:00,40.44547039503562,-104.63760530598279,1500,0.6,1.803557793804706,1.8751062012505764,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.44547039503562,-104.63760530598279,1500.0,40.44547039503562,-104.63760530598279,1500.0,0.0
353,2025-10-18 13:00,40.446162000518314,-104.63729422654045,1500,0.6,1.8000766898151819,1.9461596081675543,6.0,0.5,57600,gfs,1,0.1,1.22,16766.0,1767921184.613324,39.20124609561838,-101.31854101718758,27737.74127631002,39.11555054568182,-100.9364089983199,1497.6583960303246,349110.93514438363
354,2025-10-18 13:00,40.44618801561015,-104.6381065726689,1500,0.6,1.780294807314953,1.8423017695166648,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.44618801561015,-104.6381065726689,1500.0,40.44618801561015,-104.6381065726689,1500.0,0.0
355,2025-10-18 13:00,40.446272330697724,-104.63794724130408,1500,0.6,1.7893117131835856,2.012177163789861,6.0,0.5,57600,gfs,1,0.1,1.22,8908.5,1767921188.6533191,39.93653805834026,-103.07114325457856,27574.337628638215,39.79433239193295,-102.67540465026944,1497.9962980282235,181934.98772005693
356,2025-10-18 13:00,40.446507062389884,-104.63808387591202,1500,0.6,1.8110050530225705,1.8613743699107783,6.0,0.5,57600,gfs,1,0.1,1.22,0.0,0.0,40.446507062389884,-104.63808387591202,1500.0,40.446507062389884,-104.63808387591202,1500.0,0.0
357,2025-10-18 13:00,40.44588654011611,-104.63781750169251,1500,0.6,1.7937794249365795,2.077628924461045,6.0,0.5,57600,gfs,1,0.1,1.22,6362.5,1767921191.42201,40.144524953931885,-103.56536253326861,27414.00348041174,39.99442563065574,-103.17268377729549,1499.7693358059466,134142.1156901859
